record_id,title,authors,year,journal,language,study_design,population,outcome,time_anchor,doi,pmid,pmcid,arxiv_id,landing_url,source_databases,retrieved_at,screening_status,exclusion_reason,evidence_stream,relevance_score,quality_grade,verification_status,core25_flag,fulltext40_flag,first15_flag,legacy_seed_flag
R037,Survival prediction for heart failure complicated by sepsis: based on machine learning methods,"Zhang, Qitian; Xu, Lizhen; He, Weibin; Lai, Xinqi; Huang, Xiaohong",2024,Frontiers in Medicine,English,prediction model development/validation,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.3389/fmed.2024.1410702,39421876,PMC11484001,,https://doi.org/10.3389/fmed.2024.1410702,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,10,A-,verified_T1_dual,true,true,true,true
R038,Shock Severity Assessment in Cardiac Intensive Care Unit Patients With Sepsis and Mixed Septic-Cardiogenic Shock.,Jentzer JC; van Diepen S; Hollenberg SM; Lawler PR; Kashani KB,2022,"Mayo Clinic proceedings. Innovations, quality & outcomes",English,observational cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.1016/j.mayocpiqo.2021.11.008,35005436,PMC8715298,,https://doi.org/10.1016/j.mayocpiqo.2021.11.008,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,10,A-,verified_T1_dual,true,true,true,false
R039,Assessment of Outcomes in Patients with Heart Failure and End-Stage Kidney Disease after Fluid Resuscitation for Sepsis and Septic Shock.,Herndon JM; Blackwell SB; Pinner N; Achey TS; Holder HB; Tidwell C,2024,The Journal of emergency medicine,English,guideline/consensus,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1016/j.jemermed.2024.02.001,38777707,,,https://doi.org/10.1016/j.jemermed.2024.02.001,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,HF_sepsis_mixed_physiology,8,A,verified_T1_dual,false,true,false,false
R040,Fluid resuscitation and outcomes in heart failure patients with severe sepsis or septic shock: A retrospective case-control study.,Acharya R; Patel A; Schultz E; Bourgeois M; Kandinata N; Paswan R; Kafle S; Sedhai YR; Younus U,2021,PloS one,English,retrospective cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1371/journal.pone.0256368,34411178,PMC8376054,,https://doi.org/10.1371/journal.pone.0256368,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,10,A-,verified_T1_dual,true,true,true,false
R041,Sepsis and septic shock outcomes and 90-day readmissions in heart failure with reduced ejection fraction: A national readmission database study.,Mohamoud A; Abdallah N; Wardhere A; Teeri S; Ismayl M,2024,Current problems in cardiology,English,retrospective cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.1016/j.cpcardiol.2024.102696,38852912,,,https://doi.org/10.1016/j.cpcardiol.2024.102696,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B,verified_T1_dual,false,false,false,false
R042,Evaluation and Predictors of Fluid Resuscitation in Patients With Severe Sepsis and Septic Shock.,Kuttab HI; Lykins JD; Hughes MD; Wroblewski K; Keast EP; Kukoyi O; Kopec JA; Hall S; Ward MA,2019,Critical care medicine,English,guideline/consensus,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1097/ccm.0000000000003960,31393324,PMC8096207,,https://doi.org/10.1097/ccm.0000000000003960,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,A,verified_T1_dual,false,false,false,false
R043,Impact of initial fluid resuscitation volume on clinical outcomes in patients with heart failure and septic shock.,Wiss AL; Doepker BA; Hoyte B; Olson LM; Disney KA; McLaughlin EM; Esguerra V; Elefritz JL,2023,Journal of intensive medicine,English,retrospective cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1016/j.jointm.2023.05.001,37533810,PMC10391556,,https://doi.org/10.1016/j.jointm.2023.05.001,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,HF_sepsis_mixed_physiology,8,B,verified_T1_dual,false,true,false,false
R044,Time-Dependent Fluid Accumulation Index for Phase-Specific Risk Stratification in Septic Shock with Heart Failure.,Liu QF; Ge L; Yao D; Huang XM; Li GC; Gong NJ,2026,Current medical science,English,methodological study,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,repeated/time-dependent measurements during ICU stay,10.1007/s11596-025-00138-9,41511737,,,https://doi.org/10.1007/s11596-025-00138-9,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B-,verified_T1_dual,false,false,false,false
R045,Association between fluid balance and mortality for heart failure and sepsis: a propensity score-matching analysis.,Zhang B; Guo S; Fu Z; Wu N; Liu Z,2022,BMC anesthesiology,English,methodological study,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1186/s12871-022-01865-5,36273128,PMC9587660,,https://doi.org/10.1186/s12871-022-01865-5,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,HF_sepsis_mixed_physiology,8,B-,verified_T1_dual,false,true,false,false
R046,Association Between Preexisting Heart Failure With Reduced Ejection Fraction and Fluid Administration Among Patients With Sepsis.,Powell RE; Kennedy JN; Senussi MH; Barbash IJ; Seymour CW,2022,JAMA network open,English,guideline/consensus,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1001/jamanetworkopen.2022.35331,36205995,PMC9547322,,https://doi.org/10.1001/jamanetworkopen.2022.35331,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,9,A,verified_T1_dual,true,true,false,false
R047,Association of Fluid Management With Mortality of Sepsis Patients With Congestive Heart Failure: A Retrospective Cohort Study.,Dong N; Gao N; Hu W; Mu Y; Pang L,2022,Frontiers in medicine,English,retrospective cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.3389/fmed.2022.714384,35308491,PMC8924446,,https://doi.org/10.3389/fmed.2022.714384,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B,verified_T1_dual,false,false,false,false
R048,Development and validation of a nomogram to predict survival in septic patients with heart failure in the intensive care unit.,Tong T; Guo Y; Wang Q; Sun X; Sun Z; Yang Y; Zhang X; Yao K,2025,Scientific reports,English,prediction model development/validation,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.1038/s41598-025-85596-w,39762511,PMC11704260,,https://doi.org/10.1038/s41598-025-85596-w,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B,verified_T1_dual,false,false,false,false
R049,Optimal fluid resuscitation targets in septic patients with acutely decompensated heart failure.,Weng J; Xu Z; Song J; Liu C; Jin H; Cheng Q; Zhou X; He D; Yang J; Lin J; Wang L; Chen C; Wang Z,2024,BMC medicine,English,randomized trial/secondary analysis,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,fluid exposure/balance and mortality or shock outcomes,sepsis/ICU presentation and early resuscitation period,10.1186/s12916-024-03715-2,39448976,PMC11520127,,https://doi.org/10.1186/s12916-024-03715-2,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,10,A-,verified_T1_dual,true,true,true,false
R050,Therapeutic Dilemmas in Mixed Septic-Cardiogenic Shock.,Urina Jassir D; Chaanine AH; Desai S; Rajapreyar I; Le Jemtel TH,2023,The American journal of medicine,English,guideline/consensus,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.1016/j.amjmed.2022.09.022,36252709,,,https://doi.org/10.1016/j.amjmed.2022.09.022,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,HF_sepsis_mixed_physiology,9,A,verified_T1_dual,true,true,false,false
R051,[Construction and Evaluation of a Risk Prediction Model for Septic Cardiomyopathy Based on MIMIC-Ⅳ Database].,Xiong B; Liu YZ; Zhang A,2024,Zhongguo yi xue ke xue yuan xue bao. Acta Academiae Medicinae Sinicae,Chinese,randomized trial/secondary analysis,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.3881/j.issn.1000-503x.16031,39502048,,,https://doi.org/10.3881/j.issn.1000-503x.16031,Europe PMC;Official journal site;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B,verified_pubmed_T1_official_journal,false,false,false,false
R052,[Heart rate control in patients with sepsis and septic cardiomyopathy: the role of Ivabradine].,Shen Z; Zhou Z; Fang H; Zhang Y; Wang L,2020,Zhonghua wei zhong bing ji jiu yi xue,Chinese,narrative/scoping review,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.3760/cma.j.cn121430-20200817-00629,33463505,,,https://doi.org/10.3760/cma.j.cn121430-20200817-00629,Chinese Medical Association journal gateway;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B-,verified_pubmed_T1_official_journal,false,false,false,false
R053,[Sepsis-induced cardiomyopathy complicated with cardiogenic shock patients supported with extracorporeal membrane oxygenation].,Liu C; Zhu R; Zhou Z; Liu H; Lin J; Wen S; Zuo L,2017,Zhonghua wei zhong bing ji jiu yi xue,Chinese,narrative/scoping review,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.3760/cma.j.issn.2095-4352.2017.12.018,29216952,,,https://doi.org/10.3760/cma.j.issn.2095-4352.2017.12.018,Europe PMC;PubMed;Wanfang Medical,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B-,verified_pubmed_T1_official_journal,false,false,false,false
R054,[Correlation between albumin combined with diuretic therapy and mortality risk in septic patients with pre-existing congestive heart failure].,Huang Q; Zou Z; Lin Y; Dong R; Chen Y; Gui S,2025,Zhonghua wei zhong bing ji jiu yi xue,Chinese,retrospective cohort,adult heart failure with sepsis/septic shock or mixed septic-cardiogenic physiology,"short-term mortality, shock severity, or mixed septic-cardiogenic outcomes",sepsis/ICU presentation and early resuscitation period,10.3760/cma.j.cn121430-20240812-00693,41331884,,,https://doi.org/10.3760/cma.j.cn121430-20240812-00693,Chinese Medical Association journal gateway;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,HF_sepsis_mixed_physiology,6,B,verified_pubmed_T1_official_journal,false,false,false,false
R055,Machine learning-based early warning system for hemodynamic deterioration in cardiovascular ICU patients: a bidirectional cross-validation study.,Gao S; Zhang Y; Deng M; Liu H; Xu W; Luo M; Tian Y; Zhang B,2025,Frontiers in cardiovascular medicine,English,retrospective cohort,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.3389/fcvm.2025.1694001,41647804,PMC12868282,,https://doi.org/10.3389/fcvm.2025.1694001,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,ICU_CICU_hemodynamic_deterioration,10,A-,verified_T1_dual,true,true,true,true
R056,Early prediction of circulatory failure in the intensive care unit using machine learning.,Hyland SL; Faltys M; Hüser M; Lyu X; Gumbsch T; Esteban C; Bock C; Horn M; Moor M; Rieck B; Zimmermann M; Bodenham D; Borgwardt K; Rätsch G; Merz TM,2020,Nature medicine,English,prediction-model study,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1038/s41591-020-0789-4,32152583,,,https://doi.org/10.1038/s41591-020-0789-4,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,ICU_CICU_hemodynamic_deterioration,10,A-,verified_T1_dual,true,true,true,false
R057,MACHINE LEARNING FOR PREDICTING HEMODYNAMIC DETERIORATION OF PATIENTS WITH INTERMEDIATE-RISK PULMONARY EMBOLISM IN INTENSIVE CARE UNIT.,Xu J; Hu Z; Miao J; Cao L; Tian Z; Yao C; Kai H,2024,"Shock (Augusta, Ga.)",English,retrospective cohort,adult ICU patients with intermediate-risk pulmonary embolism (adjacent deterioration phenotype),"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.1097/shk.0000000000002261,38010031,,,https://doi.org/10.1097/shk.0000000000002261,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R058,A Delphi Process to Identify Relevant Outcomes That May Be Associated With a Predictive Analytic Tool to Detect Hemodynamic Deterioration in the Intensive Care Unit.,Holder AL; Khanna AK; Scott MJ; Rossetti SC; Rinehart JB; Linn DD; Weichert J; Dellinger RP,2023,Cureus,English,prediction model development/validation,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.7759/cureus.50169,38186415,PMC10771798,,https://doi.org/10.7759/cureus.50169,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,ICU_CICU_hemodynamic_deterioration,9,A-,verified_T1_dual,true,true,false,false
R059,Validation of an Automatic Tagging System for Identifying Respiratory and Hemodynamic Deterioration Events in the Intensive Care Unit.,Jeddah D; Chen O; Lipsky AM; Forgacs A; Celniker G; Lilly CM; Pessach IM,2021,Healthcare informatics research,English,narrative/scoping review,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.4258/hir.2021.27.3.241,34384206,PMC8369051,,https://doi.org/10.4258/hir.2021.27.3.241,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R060,Machine Learning Models for the Early Real-Time Prediction of Deterioration in Intensive Care Units-A Novel Approach to the Early Identification of High-Risk Patients.,Thiele D; Rodseth R; Friedland R; Berger F; Mathew C; Maslo C; Moll V; Leithner C; Storm C; Krannich A; Nee J,2025,Journal of clinical medicine,English,prediction model development/validation,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.3390/jcm14020350,39860355,PMC11766095,,https://doi.org/10.3390/jcm14020350,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R061,Early dynamic prediction of organ system deterioration in intensive care unit (ICU) patients using machine learning,"Soley, Nidhi; Zhang, Siqi; Zong, Jiashan; Greenstein, Joseph; Taylor, Casey Overby; Ruchti, Timothy; Mendez-Tellez, Pedro Alejandro",2025,Journal of Critical Care,English,prediction-model study,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.1016/j.jcrc.2024.154954,,,,https://doi.org/10.1016/j.jcrc.2024.154954,Crossref,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,C+,verified_crossref_T1,false,false,false,false
R062,Early prediction of shock in intensive care unit patients by machine learning using discrete electronic health record data,"Jentzer, Jacob C.; Patel, Shrinath; Gajic, Ognjen; Herasevich, Vitaly; Lopez-Jimenez, Francisco; Murphree, Dennis H.; Patel, Parag C.; Kashani, Kianoush B.",2025,Journal of Critical Care,English,prediction model development/validation,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1016/j.jcrc.2025.155093,40267550,,,https://doi.org/10.1016/j.jcrc.2025.155093,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R063,Key Concepts in Machine Learning and Clinical Applications in the Cardiac Intensive Care Unit.,Sarma D; Rali AS; Jentzer JC,2025,Current cardiology reports,English,narrative/scoping review,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1007/s11886-024-02149-9,39831916,,,https://doi.org/10.1007/s11886-024-02149-9,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B-,verified_T1_dual,false,false,false,false
R064,Machine learning score to predict in-hospital outcomes in patients hospitalized in cardiac intensive care unit.,"Weizman, Orianne; Hamzi, Kenza; Henry, Patrick; Schurtz, Guillaume; Hauguel-Moreau, Marie; Trimaille, Antonin; Bedossa, Marc; Dib, Jean Claude; Attou, Sabir; Boukertouta, Tanissia; Boccara, Franck; Pommier, Thibaut; Lim, Pascal; Bochaton, Thomas; Millischer, Damien; Merat, Benoit; Picard, Fabien; Grinberg, Nissim; Sulman, David; Pasdeloup, Bastien; El Ouahidi, Yassine; Gonçalves, Treçy; Vicaut, Eric; Dillinger, Jean-Guillaume; Toupin, Solenn; Pezel, Théo; Aboyans, Victor; Albert, Emeric; Albert, Franck; Alvain, Sean; Amri, Nabil; Andrieu, Stéphane; Attou, Sabir; Auvray, Simon; Azzakani, Sonia; Azencot, Ruben; Bedossa, Marc; Boccara, Franck; Boccara, Albert; Bochaton, Thomas; Bonnefoy-Cudraz, Eric; Bonnet, Guillaume; Bonnet, Guillaume; Bouali, Nabil; Bouchot, Océane; Bouleti, Claire; Boukertouta, Tanissia; Brette, Jean Baptiste; Canu, Marjorie; Chaib, Aures; Charbonnel, Clement; Chaussade, Anne Solene; Coppens, Alexandre; Cottin, Yves; Darmon, Arthur; De ANGELIS, Elena; Delmas, Clément; Delsarte, Laura; Deney, Antoine; Dib, Jean Claude; Dillinger, Jean-Guillaume; Docq, Clemence; Dupasquier, Valentin; Elbaz, Meyer; El Hadad, Antony; El Ouahidi, Amine; Ezzouhairi, Nacim; Fabre, Julien; Fard, Damien; Fauvel, Charles; Gerbaud, Édouard; Gilard, Martine; Goralski, Marc; Grinberg, Nissim; Grentzinger, Alain; Hauguel-Moreau, Marie; Henry, Patrick; Huet, Fabien; Landemaine, Thomas; Lattuca, Benoit; Lemarchand, Léo; Levasseur, Thomas; Lim, Pascal; Maitre Ballesteros, Laura; Mansencal, Nicolas; Marie, Benjamin; Martinez, David; Merat, Benoit; Meune, Christophe; Millischer, Damien; Moine, Thomas; Nhan, Pascal; Noirclerc, Nathalie; Ohlmann, Patrick; Pezel, Théo; Picard, Fabien; Piliero, Nicolas; Pommier, Thibaut; Puymirat, Etienne; Ramonatxo, Arthur; Rossanaly Vasram, Reza; Roubille, François; Roule, Vincent; Schurtz, Guillaume; Stevenard, Mathilde; Sulman, David; Swedsky, Fédérico; Tea, Victoria; Thevenet, Eugénie; Thuaire, Christophe; Trimaille, Antonin; Tron, Christophe; Viboud, Guillaume; Yomi, Dominique; Zakine, Cyril",2025,European heart journal. Digital health,English,prospective cohort,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1093/ehjdh/ztae098,40110223,PMC11914730,,https://doi.org/10.1093/ehjdh/ztae098,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R065,First 24-h Sardjito Cardiovascular Intensive Care (SCIENCE) admission risk score to predict mortality in cardiovascular intensive care unit (CICU).,Bagaswoto HP; Ardelia YP; Setianto BY,2022,Indian heart journal,English,retrospective cohort,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",first 24 h after ICU admission,10.1016/j.ihj.2022.11.002,36370802,PMC9773286,,https://doi.org/10.1016/j.ihj.2022.11.002,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R066,Mortality Prediction in Cardiac Intensive Care Unit Patients: A Systematic Review of Existing and Artificial Intelligence Augmented Approaches.,Rafie N; Jentzer JC; Noseworthy PA; Kashou AH,2022,Frontiers in artificial intelligence,English,systematic review,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.3389/frai.2022.876007,35711617,PMC9193583,,https://doi.org/10.3389/frai.2022.876007,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,A,verified_T1_dual,false,false,false,false
R067,Machine learning-based in-hospital mortality risk prediction tool for intensive care unit patients with heart failure.,Chen Z; Li T; Guo S; Zeng D; Wang K,2023,Frontiers in cardiovascular medicine,English,guideline/consensus,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.3389/fcvm.2023.1119699,37077747,PMC10106627,,https://doi.org/10.3389/fcvm.2023.1119699,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,A,verified_T1_dual,false,false,false,false
R068,Validation of the inadequate delivery of oxygen index in an adult cardiovascular intensive care unit.,Holman H; Baronov D; McMurray J; Kilic A; Katz M; Zeigler S,2024,JTCVS open,English,prospective cohort,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1016/j.xjon.2024.09.006,39780782,PMC11704597,,https://doi.org/10.1016/j.xjon.2024.09.006,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R069,S(pO(2)) /F(IO(2)) on Presentation as a Predictor for Early Hemodynamic Deterioration in Intermediate Risk Acute Pulmonary Embolism.,Domaradzki L; Ghahramani M; Rogers R; Ruzieh M; Wilson R; Van de Louw A,2019,Respiratory care,English,narrative/scoping review,adult ICU patients with intermediate-risk pulmonary embolism (adjacent deterioration phenotype),"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",repeated landmark/update times during hospitalization,10.4187/respcare.06797,31064801,,,https://doi.org/10.4187/respcare.06797,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B-,verified_T1_dual,false,false,false,false
R070,Validation of cardiogenic shock phenotypes in a mixed cardiac intensive care unit population.,Jentzer JC; Soussi S; Lawler PR; Kennedy JN; Kashani KB,2022,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,English,prediction-model study,adult ICU/cardiac or cardiovascular ICU cohorts,"hemodynamic/circulatory deterioration, shock, or short-term ICU outcome",ICU/CICU admission or continuously updated bedside window,10.1002/ccd.30103,35077592,,,https://doi.org/10.1002/ccd.30103,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,ICU_CICU_hemodynamic_deterioration,6,B,verified_T1_dual,false,false,false,false
R071,Using the landmark method for creating prediction models in large datasets derived from electronic health records,"Wells, Brian J.; Chagin, Kevin M.; Li, Liang; Hu, Bo; Yu, Changhong; Kattan, Michael W.",2015,Health Care Management Science,English,prediction model development/validation,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,explicit/repeated landmark using only information available by prediction time,10.1007/s10729-014-9281-3,24752545,,,https://doi.org/10.1007/s10729-014-9281-3,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,provisional_core25,,landmark_dynamic_EHR_leakage,10,A-,verified_T1_dual,true,true,true,false
R072,Dynamic prediction of life-threatening events for patients in intensive care unit.,Hu J; Kang XH; Xu FF; Huang KZ; Du B; Weng L,2022,BMC medical informatics and decision making,English,prediction-model study,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1186/s12911-022-02026-x,36273130,PMC9587604,,https://doi.org/10.1186/s12911-022-02026-x,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,fulltext40_priority,,landmark_dynamic_EHR_leakage,8,C+,verified_T1_dual,false,true,false,false
R073,Early prediction of clinical deterioration using data-driven machine-learning modeling of electronic health records.,Ruiz VM; Goldsmith MP; Shi L; Simpao AF; Gálvez JA; Naim MY; Nadkarni V; Gaynor JW; Tsui FR,2022,The Journal of thoracic and cardiovascular surgery,English,retrospective cohort,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,explicit/repeated landmark using only information available by prediction time,10.1016/j.jtcvs.2021.10.060,34949457,,,https://doi.org/10.1016/j.jtcvs.2021.10.060,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,B,verified_T1_dual,false,false,false,false
R074,Dynamic Prediction of Patient Outcomes in the Intensive Care Unit: A Scoping Review of the State-of-the-Art,"Lapp, Linda; Roper, Marc; Kavanagh, Kimberley; Bouamrane, Matt-Mouley; Schraag, Stefan",2023,Journal of Intensive Care Medicine,English,systematic review,longitudinal EHR/ICU cohorts or prediction-methodology examples,dynamic clinical deterioration/event prediction and leakage-safe longitudinal modeling,repeated landmark/update times during hospitalization,10.1177/08850666231166349,37016893,PMC10302367,,https://doi.org/10.1177/08850666231166349,Crossref;Europe PMC;PubMed,2026-07-29T13:18:31+00:00,title_abstract_included_reserve,,landmark_dynamic_EHR_leakage,6,A,verified_T1_dual,false,false,false,false
