pool_record_key,title,year,doi,pmid,query_ids,screening_stage,exclusion_reason
doi:10.1186/s12882-025-04640-z,Platelet-to-hemoglobin ratio as a novel prognostic biomarker in sepsis-associated AKI: a multicenter cohort study.,2025,10.1186/s12882-025-04640-z,41286668,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/jcp.70027,Pleiotropic Role of TNIK in Sepsis-Induced Cardiomyopathy.,2025,10.1002/jcp.70027,40176540,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.thromres.2025.109254,Pre-infection anticoagulant exposure and SARS-CoV-2 infection outcomes - Differential mortality by age.,2025,10.1016/j.thromres.2025.109254,39799927,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1038/s41746-024-01426-9,Predicting appropriateness of antibiotic treatment among ICU patients with hospital-acquired infection.,2025,10.1038/s41746-024-01426-9,39915601,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.12182/20250160507,[Predicting Intensive Care Unit Mortality in Patients With Heart Failure Combined With Acute Kidney Injury Using an Interpretable Machine Learning Model: A Retrospective Cohort Study].,2025,10.12182/20250160507,40109460,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/09287329251346284,Predicting survival rates of critically ill septic patients with heart failure using interpretable machine learning models.,2025,10.1177/09287329251346284,40495578,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.2147/ijgm.s489362,Prediction of Acute Kidney Injury for Critically Ill Cardiogenic Shock Patients with Machine Learning Algorithms,2025,10.2147/ijgm.s489362,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3389/fpubh.2025.1667792,Prediction of frailty in community older adults based on machine learning: a systematic review and meta-analysis.,2025,10.3389/fpubh.2025.1667792,41602088,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1007/s40620-025-02288-4,Prediction of intradialytic hypotension by machine learning: A systematic review.,2025,10.1007/s40620-025-02288-4,40317447,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1186/s12911-025-03325-9,Prediction of intraoperative acquired pressure injury in elderly cardiac surgery patients via machine learning: model development with the MIMIC-IV and external validation.,2025,10.1186/s12911-025-03325-9,41466406,Q7_MIMIC_transportability,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.3389/fcvm.2025.1582636,Prediction model of in-hospital mortality risk in intensive care unit patients with cardiac arrest: a multicenter retrospective cohort study based on an ensemble model.,2025,10.3389/fcvm.2025.1582636,40463634,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s40729-025-00590-1,Prediction models for the complication incidence and survival rate of dental implants-a systematic review and critical appraisal.,2025,10.1186/s40729-025-00590-1,39847174,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s10194-025-01972-x,Prediction models for treatment response in migraine: a systematic review and meta-analysis.,2025,10.1186/s10194-025-01972-x,39939885,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1136/lupus-2024-001397,Prediction of mortality risk in critically ill patients with systemic lupus erythematosus: a machine learning approach using the MIMIC-IV database.,2025,10.1136/lupus-2024-001397,39947742,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/brb3.71146,Prediction for Respiratory Failure in Ischemic Stroke Patients Admitted to ICU: A Retrospective Analysis Based on MIMIC-IV Database.,2025,10.1002/brb3.71146,41431311,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1038/s41390-025-04586-w,Predictive analytics characterize cardiovascular function and outcomes following cardiac surgery.,2025,10.1038/s41390-025-04586-w,41276644,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1155/mi/7110012,A Predictive Model for Acute Kidney Injury Based on Leukocyte-Related Indicators in Hepatocellular Carcinoma Patients Admitted to the Intensive Care Unit.,2025,10.1155/mi/7110012,40270515,Q7_MIMIC_transportability,pass1_title_metadata,unrelated_clinical_domain
doi:10.2139/ssrn.5202112,Predictive Value of the Cardiogenic Shock Working Group-Modified Scai Criteria in Early-Stage Heart Failure-Related Cardiogenic Shock,2025,10.2139/ssrn.5202112,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2139/ssrn.5325603,Predictive Value of the Cardiogenic Shock Working Group-Modified Scai Criteria in Early-Stage Heart Failure-Related Cardiogenic Shock,2025,10.2139/ssrn.5325603,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ijcha.2025.101776,Predictive value of the cardiogenic shock working group-modified SCAI criteria in early-stage heart failure-related cardiogenic shock,2025,10.1016/j.ijcha.2025.101776,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112148-20241211-00774,[Predictive value of whole blood cell derived inflammatory markers in combination with NT-proBNP on the prognosis of patients with chronic heart failure].,2025,10.3760/cma.j.cn112148-20241211-00774,39965849,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jointm.2024.10.003,Preparing for future pandemics: Automated intensive care electronic health record data extraction to accelerate clinical insights,2025,10.1016/j.jointm.2024.10.003,,CR4_dynamic_EHR,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.2196/preprints.84189,Priority-Queue Weighted Ensemble (PQWE) for KDIGO GFR-Based Chronic Kidney Disease Stage Prediction: Internal–External Validation Study (Preprint),2025,10.2196/preprints.84189,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.2196/71944,Prognostic Prediction Models for Ulcerative Colitis: Systematic Review and Meta-Analysis.,2025,10.2196/71944,41428943,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.3389/fmed.2025.1679297,Prognostic utility of procalcitonin and lactate clearance for in-hospital mortality in sepsis.,2025,10.3389/fmed.2025.1679297,41357484,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.2147/copd.s544857,Prognostic Value of the Albumin Corrected Anion Gap in ICU Patients with Chronic Obstructive Pulmonary Disease and Sepsis: A MIMIC-IV Cohort Study.,2025,10.2147/copd.s544857,41399648,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/08465371251320938,Prospective External Validation of an AI-Based Emergency Department Pneumonia Disposition Prediction Tool,2025,10.1177/08465371251320938,,CR5_prediction_methods,pass1_title_metadata,insufficient_topic_relevance
doi:10.3389/fcvm.2025.1677500,A prospective study of hand grip strength and cardiovascular outcomes in a cardiovascular intensive care unit.,2025,10.3389/fcvm.2025.1677500,41561131,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1161/jaha.124.037742,Protocol-Driven Best Practices and Cardiogenic Shock Survival in Asian Patients.,2025,10.1161/jaha.124.037742,40008554,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1002/ana.27178,Quantitative Pupillometry Predicts Neurologic Deterioration in Patients with Large Middle Cerebral Artery Stroke.,2025,10.1002/ana.27178,39825740,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/ehf2.15224,In a Quest for Better Outcome Prediction in Cardiogenic Shock,2025,10.1002/ehf2.15224,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.jchf.2025.03.014,Rationale and Design of the Dapagliflozin Effect on Cardiovascular Events in Acute Heart Failure (DAPA ACT HF)-TIMI 68 Trial.,2025,10.1016/j.jchf.2025.03.014,40335233,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.47487/apcyccv.v6i3.508,Recommendations for the management of ST-elevation myocardial infarction after reperfusion.,2025,10.47487/apcyccv.v6i3.508,41262639,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ccrj.2025.100148,Redefining the modern paradigm of vasopressor therapy for vasodilatory shock.,2025,10.1016/j.ccrj.2025.100148,41613907,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
doi:10.52225/narra.v5i1.1833,Redefining treatment paradigms: Early use of dapagliflozin and empagliflozin in acute heart failure - a systematic review and meta-analysis of randomized controlled trials.,2025,10.52225/narra.v5i1.1833,40352167,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1186/s12872-025-04711-x,The relationship between hemoglobin glycation index and all-cause mortality in ill critically patients with heart failure: a retrospective study in MIMIC-IV database.,2025,10.1186/s12872-025-04711-x,40275131,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1016/j.ijmedinf.2025.105952,Relationship prediction between clinical subtypes and prognosis of critically ill patients with cirrhosis based on unsupervised learning methods: A study from two critical care databases.,2025,10.1016/j.ijmedinf.2025.105952,40328059,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.3760/cma.j.cn112147-20250620-00344,[Research advances on mitochondria-associated endoplasmic reticulum membrane in pulmonary hypertension].,2025,10.3760/cma.j.cn112147-20250620-00344,41362149,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.13294/j.aps.2025.0030,[Research progress on the role of SIRT1 in heart failure].,2025,10.13294/j.aps.2025.0030,40326078,Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.ijcha.2025.101786,Rethinking early risk stratification in heart failure-related cardiogenic shock,2025,10.1016/j.ijcha.2025.101786,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1111/joor.70092/v1/review2,"Review for ""EXTERNAL VALIDATION OF A CLINICAL PREDICTION TOOL FOR THE USE OF MANUAL THERAPY IN PATIENTS WITH TEMPOROMANDIBULAR DISORDERS""",2025,10.1111/joor.70092/v1/review2,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1111/joor.70092/v1/review1,"Review for ""EXTERNAL VALIDATION OF A CLINICAL PREDICTION TOOL FOR THE USE OF MANUAL THERAPY IN PATIENTS WITH TEMPOROMANDIBULAR DISORDERS""",2025,10.1111/joor.70092/v1/review1,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.2196/67346,Risk Factors for Gastrointestinal Bleeding in Patients With Acute Myocardial Infarction: Multicenter Retrospective Cohort Study.,2025,10.2196/67346,39883922,Q7_MIMIC_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.clinme.2025.100299,Risk factors and an interpretability tool of in-hospital mortality in critically ill patients with acute myocardial infarction.,2025,10.1016/j.clinme.2025.100299,40023290,Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1016/j.ijnurstu.2025.105094,Risk prediction model for chemotherapy-induced nausea and vomiting in cancer patients: a systematic review.,2025,10.1016/j.ijnurstu.2025.105094,40318314,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.1186/s12877-025-05688-0,Risk prediction models for falls in hospitalized older patients: a systematic review and meta-analysis.,2025,10.1186/s12877-025-05688-0,39810076,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1111/jocn.17755,Risk Prediction Models for Sarcopenia in Patients Undergoing Maintenance Haemodialysis: A Systematic Review and Meta-Analysis.,2025,10.1111/jocn.17755,40183229,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jchf.2025.02.013,Risk Stratification in Acute Heart Failure,2025,10.1016/j.jchf.2025.02.013,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.rec.2024.07.002,Role of spot urinary sodium in outpatients with heart failure.,2025,10.1016/j.rec.2024.07.002,39038750,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1093/ejcts/ezaf142,Statistical primer: sample size considerations for developing and validating clinical prediction models.,2025,10.1093/ejcts/ezaf142,40279277,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.2196/55046,A Supervised Explainable Machine Learning Model for Perioperative Neurocognitive Disorder in Liver-Transplantation Patients and External Validation on the Medical Information Mart for Intensive Care IV Database: Retrospective Study.,2025,10.2196/55046,39813086,Q7_MIMIC_transportability,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.2196/66733,Supervised Machine Learning Models for Predicting Sepsis-Associated Liver Injury in Patients With Sepsis: Development and Validation Study Based on a Multicenter Cohort Study.,2025,10.2196/66733,40418571,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1371/journal.pmed.1004432,A systematic review of machine learning-based prognostic models for acute pancreatitis: Towards improving methods and reporting quality.,2025,10.1371/journal.pmed.1004432,39992936,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1186/s40001-025-03691-0,Systolic blood pressure time in target range within 24 h and in-hospital death of critically ill patients and the role of ventricular arrhythmias: a MIMIC-IV analysis with external validation in the eICU-CRD database.,2025,10.1186/s40001-025-03691-0,41423694,Q7_MIMIC_transportability,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.7717/peerj.19411/table-2,"Table 2: Demographic and clinical characteristics compared across training, internal validation, and external validation cohorts.",2025,10.7717/peerj.19411/table-2,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.accpm.2025.101481,Therapeutic novelties in acute heart failure and practical perspectives.,2025,10.1016/j.accpm.2025.101481,39848331,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/08971900241287614,Thrombotic Safety of Angiotensin II for Distributive Shock in the Cardiothoracic Intensive Care Unit.,2025,10.1177/08971900241287614,39325975,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1200/op-25-00259,Timing of Durvalumab Consolidation and Survival in Non-Small Cell Lung Cancer: A Population-Based Analysis.,2025,10.1200/op-25-00259,41370737,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,unrelated_clinical_domain
doi:10.3760/cma.j.cn121430-20250604-00543,"[Traditional methods and artificial intelligence: current status, challenges, and future directions of risk assessment models for patients undergoing extracorporeal membrane oxygenation].",2025,10.3760/cma.j.cn121430-20250604-00543,41331883,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.58830/ozgur.pub780.c3256,TRIPOD+AI ve TRIPOD-LLM Rehberlerine Uyum: Klinik Yapay Zeka Modelleri Nasıl Raporlanmalı?,2025,10.58830/ozgur.pub780.c3256,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1080/14779072.2025.2520831,Understanding gastrointestinal bleeding in patients with cardiac disease: an interdisciplinary approach.,2025,10.1080/14779072.2025.2520831,40519055,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1055/a-2447-7654,[Unstable heart failure: practical guidelines for avoiding frequent hospital admissions].,2025,10.1055/a-2447-7654,39909077,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1038/s41598-025-24369-x,Using machine learning for early prediction of in-hospital mortality during ICU admission in liver cancer patients.,2025,10.1038/s41598-025-24369-x,41254126,Q7_MIMIC_transportability,pass1_title_metadata,unrelated_clinical_domain
doi:10.1016/j.cpnec.2025.100323,Using machine learning models to predict the risk of mild cognitive impairment for COPD patients: A multi-cohort study.,2025,10.1016/j.cpnec.2025.100323,41293612,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1002/ejhf.3645,"Ventricular arrhythmias in acute heart failure. A clinical consensus statement of the Association for Acute CardioVascular Care (ACVC), the European Heart Rhythm Association (EHRA) and the Heart Failure Association (HFA) of the ESC.",2025,10.1002/ejhf.3645,40107728,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.64898/2025.12.28.25343118,"When external validation isn’t enough: Simpson’s paradox, direction asymmetry, and calibration collapse in cross-continental perioperative mortality prediction",2025,10.64898/2025.12.28.25343118,,CR5_prediction_methods,pass1_title_metadata,adjacent_perioperative_or_procedure_population
doi:10.1007/s11897-025-00714-z,Worsening Renal Function in Acute Heart Failure: Not Always Harmful,2025,10.1007/s11897-025-00714-z,,CR1_AHF_WHF,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1158/1538-7445.sabcs23-po2-28-09,Abstract PO2-28-09: Long-term Breast Cancer Risk Prediction in Black Women: External Validation of a Mammography-driven AI Model,2024,10.1158/1538-7445.sabcs23-po2-28-09,,CR5_prediction_methods,pass1_title_metadata,unrelated_clinical_domain
doi:10.1001/jamainternmed.2024.0212,Acute Cardiac Events in Hospitalized Older Adults With Respiratory Syncytial Virus Infection.,2024,10.1001/jamainternmed.2024.0212,38619857,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.ccl.2024.02.005,Acute Heart Failure: From The Emergency Department to the Intensive Care Unit.,2024,10.1016/j.ccl.2024.02.005,38631788,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112147-20240625-00359,[Acute mitral regurgitation causing right-sided pulmonary edema: a case report].,2024,10.3760/cma.j.cn112147-20240625-00359,39653536,Q8_Chinese_language,pass1_title_metadata,noneligible_publication_format
doi:10.1186/s12872-024-04189-z,Add-on multidrug treatment based on quadruple therapy successfully treated worsening heart failure caused by anthracycline-induced cardiomyopathy in a survivor of cancer as a young adult: a case report.,2024,10.1186/s12872-024-04189-z,39300335,Q1_AHF_WHF_definition,pass1_title_metadata,unrelated_clinical_domain
doi:10.1177/10760296241279800,Advanced Machine Learning Models for Predicting Post-Thrombolysis Hemorrhagic Transformation in Acute Ischemic Stroke Patients: A Systematic Review and Meta-Analysis.,2024,10.1177/10760296241279800,39262220,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.22541/essoar.173386122.27239661/v1,On AI-based large-sample emulators for land/hydrology model calibration and regionalization,2024,10.22541/essoar.173386122.27239661/v1,,CR5_prediction_methods,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn501113-20231207-00271,"[Analysis of clinical, gene mutation characteristics, and treatment prognosis of type 2A hereditary hemochromatosis in the Chinese population].",2024,10.3760/cma.j.cn501113-20231207-00271,39623577,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.cn112148-20231214-00497,[Analysis of long-term prognosis and risk factors in patients with dilated cardiomyopathy].,2024,10.3760/cma.j.cn112148-20231214-00497,38644253,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.7759/cureus.57207,Anomalous Right Coronary Artery Clinical Presentations and Considerations.,2024,10.7759/cureus.57207,38681396,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.compbiomed.2024.108093,Artificial intelligence image-based prediction models in IBD exhibit high risk of bias: A systematic review.,2024,10.1016/j.compbiomed.2024.108093,38354499,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jpainsymman.2024.07.025,Artificial Intelligence and Machine Learning in Cancer Pain: A Systematic Review.,2024,10.1016/j.jpainsymman.2024.07.025,39097246,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.1016/j.radonc.2024.110196,Assessment of bias in scoring of AI-based radiotherapy segmentation and planning studies using modified TRIPOD and PROBAST guidelines as an example,2024,10.1016/j.radonc.2024.110196,,CR5_prediction_methods,pass1_title_metadata,unrelated_clinical_domain
doi:10.1080/14767058.2024.2379910,Association between platelet count and neonatal acute kidney injury: a cohort study using the medical information mart for intensive care III database.,2024,10.1080/14767058.2024.2379910,39043458,Q7_MIMIC_transportability,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1038/s41598-024-82890-x,Association between stress hyperglycemia ratio and mortality in patients with heart failure complicated by sepsis.,2024,10.1038/s41598-024-82890-x,39733142,Q3_HF_sepsis_mixed,pass1_title_metadata,mortality_only_without_early_deterioration_focus
doi:10.1007/s40278-024-57251-9,Basiliximab,2024,10.1007/s40278-024-57251-9,,CR2_CS_early_warning,pass1_title_metadata,insufficient_topic_relevance
doi:10.3390/ijms25158058,Beta-Blockers as an Immunologic and Autonomic Manipulator in Critically Ill Patients: A Review of the Recent Literature.,2024,10.3390/ijms25158058,39125627,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1097/shk.0000000000002199,BIOINFORMATICS APPLICATIONS UNDER CONDITION CONTROL: HIGH DIAGNOSTIC VALUE OF DDX47 IN REAL MEDICAL SETTINGS.,2024,10.1097/shk.0000000000002199,37553903,Q5_dynamic_EHR_landmark_leakage,pass1_title_metadata,insufficient_topic_relevance
doi:10.1177/10742484241276431,Boosting the Beat: A Critical Showdown of Levosimendan and Milrinone in Surgical and Non-Surgical Scenarios: A Narrative Review.,2024,10.1177/10742484241276431,39246279,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1002/ejhf.3452,"Burst steroid therapy for acute heart failure: The CORTAHF randomized, open-label, pilot trial.",2024,10.1002/ejhf.3452,39211989,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1161/jaha.123.032143,Cardiac Involvement in Patients With Multisystem Inflammatory Syndrome in Adults.,2024,10.1161/jaha.123.032143,38348793,Q2_AHF_to_CS,pass1_title_metadata,insufficient_topic_relevance
doi:10.1007/978-3-031-74963-6_1,Cardiogenic Shock,2024,10.1007/978-3-031-74963-6_1,,CR2_CS_early_warning,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1055/s-0041-1735877,Central Venous Catheter in Pediatric Intensive Care: Anatomical Landmark or Ultrasound Guide?,2024,10.1055/s-0041-1735877,,CR4_dynamic_EHR,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.1016/j.chstcc.2024.100050,Characterizing Cardiac Function in ICU Survivors of Sepsis: A Pilot Study Protocol.,2024,10.1016/j.chstcc.2024.100050,38524255,Q3_HF_sepsis_mixed,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.12182/20241160601,[Clincial Research Progress in Using Magnetic Resonance Imaging to Assess Myocardial Fibrosis in Hypertrophic Cardiomyopathy].,2024,10.12182/20241160601,39990836,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.2459/jcm.0000000000001632,Clinical complexity of an Italian cardiovascular intensive care unit: the role of mortality and severity risk scores.,2024,10.2459/jcm.0000000000001632,38829938,Q4_ICU_hemodynamic_deterioration,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1177/21925682221129219,"Clinical Features, Risk Factors, and Prediction Nomogram for Primary Spinal Osteosarcoma: A Large-Cohort Retrospective Study.",2024,10.1177/21925682221129219,36154721,Q6_prediction_reporting_validation,pass1_title_metadata,unrelated_clinical_domain
doi:10.1007/s11739-024-03625-4,Clinical outcomes and phenotypes of respiratory failure in older subjects admitted to an acute care geriatric hospital ward.,2024,10.1007/s11739-024-03625-4,38776046,Q3_HF_sepsis_mixed,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.jacc.2023.11.019,"Clinical Presentation, Classification, and Outcomes of Cardiogenic Shock in Children.",2024,10.1016/j.jacc.2023.11.019,38296404,Q2_AHF_to_CS,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
doi:10.3760/cma.j.cn112148-20240624-00352,[Cluster analysis and analysis of risk factors for hereditary transthyretin amyloidosis cardiomyopathy].,2024,10.3760/cma.j.cn112148-20240624-00352,39681438,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1093/eurheartj/ehae538,Colchicine in acutely decompensated heart failure: the COLICA trial.,2024,10.1093/eurheartj/ehae538,39211951,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1016/j.iccn.2024.103628,"Combining the Nurse Intuition Patient Deterioration Scale with the National Early Warning Score provides more Net Benefit in predicting serious adverse events: A prospective cohort study in medical, surgical, and geriatric wards",2024,10.1016/j.iccn.2024.103628,,CR3_ICU_HD,pass1_title_metadata,insufficient_topic_relevance
doi:10.3760/cma.j.cn112147-20231231-00403,[Consensus on the procedure of balloon pulmonary angioplasty for chronic thromboembolic pulmonary hypertension].,2024,10.3760/cma.j.cn112147-20231231-00403,38706062,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s13098-024-01467-w,Construction and evaluation of sarcopenia risk prediction model for patients with diabetes: a study based on the China health and retirement longitudinal study (CHARLS).,2024,10.1186/s13098-024-01467-w,39285494,Q6_prediction_reporting_validation,pass1_title_metadata,insufficient_topic_relevance
doi:10.11817/j.issn.1672-7347.2024.230390,Construction and evaluation of short-term and long-term mortality risk prediction model for patients with sepsis based on MIMIC-IV database.,2024,10.11817/j.issn.1672-7347.2024.230390,38755721,Q5_dynamic_EHR_landmark_leakage;Q8_Chinese_language,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.21203/rs.3.rs-4895929/v1,Construction and Validation of Clinical Prediction Model for Gallstone Columnar Chart,2024,10.21203/rs.3.rs-4895929/v1,,CR6_transportability,pass1_title_metadata,insufficient_topic_relevance
doi:10.1016/j.heliyon.2024.e32454,Construction and validation of a nomogram prediction model for the progression to septic shock in elderly patients with urosepsis.,2024,10.1016/j.heliyon.2024.e32454,38961944,Q3_HF_sepsis_mixed;Q7_MIMIC_transportability,pass1_title_metadata,no_transportability_or_external_validation_focus
doi:10.1002/14651858.cd014811.pub2,Continuous infusion versus bolus injection of loop diuretics for acute heart failure.,2024,10.1002/14651858.cd014811.pub2,38775253,Q2_AHF_to_CS,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.3760/cma.j.cn112148-20240821-00469,[Correlation between genotype and clinical phenotype in hypertrophic cardiomyopathy families with MYH7-R453C mutation].,2024,10.3760/cma.j.cn112148-20240821-00469,39681440,Q8_Chinese_language,pass1_title_metadata,insufficient_topic_relevance
doi:10.1186/s41512-024-00169-1,Critical appraisal of machine learning prognostic models for acute pancreatitis: protocol for a systematic review.,2024,10.1186/s41512-024-00169-1,38561864,Q6_prediction_reporting_validation,pass1_title_metadata,generic_prediction_methods_outside_scope
doi:10.1186/s12872-024-04412-x,Dapagliflozin in acute heart failure management: a systematic review and meta-analysis of safety and effectiveness.,2024,10.1186/s12872-024-04412-x,39731023,Q1_AHF_WHF_definition,pass1_title_metadata,lower_direct_relevance_than_quota_selected_record
doi:10.1111/dom.16281/v1/decision1,"Decision letter for ""External validation of a prediction model for estimating fat mass in Arab children and adolescents""",2024,10.1111/dom.16281/v1/decision1,,CR6_transportability,pass1_title_metadata,ineligible_population_pediatric_or_pregnancy
