path,artifact_kind,authority_status,analysis_role,engine,replacement_path,allow_final_run,rationale,reviewed_on
sql_v4/executable/001_create_schema_and_manifest.sql,config,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/010_adult_first_icu.sql,cohort,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/020_hf_icd_candidate.sql,phenotype,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/061A_create_ahf_evidence_table_12h.sql,phenotype,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/061B_create_ahf_strict_12h.sql,phenotype,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/061C_create_pre12_overt_cs_flags.sql,tool,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/061D_create_landmark12_riskset.sql,cohort,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/061E_create_post12_overt_cs_future48h.sql,tool,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/062A_create_early_sepsis12_flags.sql,tool,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/062B_create_ahf_earlysepsis12_main_outcome.sql,outcome,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/063A_create_candidate_hd_outcomes_overall.sql,outcome,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/063C_create_hd_outcomes_with_nee.sql,outcome,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/064_create_primary_analysis_outcome.sql,outcome,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070A_create_modeling_base_index.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070C_create_static_clinical_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070D2_create_vitals_0_12h_clean_features..sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070E_create_labs_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070F_create_support_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/070G_create_modeling_dataset_v1.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/079A_create_event_timing_components.sql,outcome,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/080A_create_vital_burden_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/080G_create_modeling_dataset_v2.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/081A_create_structured_echo_screen_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/092_create_final_t0_modeling_dataset.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4/executable/900_audit_pipeline.sql,audit,LEGACY_BLOCKED,historical,postgres,,false,历史 SQL 原件保留用于追溯；未通过当前权威与实验室合同，正式运行 fail-closed。,2026-09-19
sql_v4_2/audits/094A_audit_pre_t0_ahf_filter_flow.sql,audit,AUDIT_ONLY,audit,postgres,,false,阶段 A 仅允许质量控制、候选发现或聚合审计，不得生成正式队列、特征或结局。,2026-09-19
sql_v4_2/executable/001_create_schema_and_manifest.sql,config,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/070C_create_static_clinical_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/070D2_create_vitals_0_12h_clean_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/070E_create_labs_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/070F_create_support_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/070G_create_modeling_dataset_v1.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/080A_create_vital_burden_0_12h_features.sql,feature,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/080G_create_modeling_dataset_v2.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/093A_create_strict_pre_t0_ahf_only_cohort.sql,cohort,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
sql_v4_2/executable/093B_create_ahf_only_modeling_base_index.sql,modeling,LEGACY_BLOCKED,historical,postgres,,false,预设敏感性候选；通过与主线相同的实验室质量门前禁止正式执行。,2026-09-19
